"","longitude","latitude","datetime"
"516",-71.116927,42.321531,2022-01-01 14:53:39
"517",-71.116919,42.321491,2022-01-01 14:53:40
"518",-71.11691,42.321458,2022-01-01 14:53:42
"519",-71.116898,42.321424,2022-01-01 14:53:43
"520",-71.116883,42.321373,2022-01-01 14:53:45
"521",-71.116879,42.321356,2022-01-01 14:53:46
"522",-71.116874,42.321339,2022-01-01 14:53:47
"523",-71.116864,42.321294,2022-01-01 14:53:48
"524",-71.11685,42.321263,2022-01-01 14:53:50
"525",-71.116832,42.321223,2022-01-01 14:53:51
"526",-71.116817,42.321173,2022-01-01 14:53:53
"527",-71.116813,42.321155,2022-01-01 14:53:54
"528",-71.116809,42.321137,2022-01-01 14:53:55
"529",-71.116805,42.321103,2022-01-01 14:53:57
"530",-71.116803,42.321083,2022-01-01 14:53:58
"531",-71.116804,42.32105,2022-01-01 14:54:00
"532",-71.116833,42.321033,2022-01-01 14:54:02
"533",-71.116834,42.32102,2022-01-01 14:54:04
"534",-71.116817,42.321021,2022-01-01 14:54:05
"535",-71.116798,42.321025,2022-01-01 14:54:07
"536",-71.116775,42.321032,2022-01-01 14:54:09
"537",-71.116765,42.321032,2022-01-01 14:54:10
"538",-71.116756,42.321026,2022-01-01 14:54:12
"539",-71.116757,42.321021,2022-01-01 14:54:13
"540",-71.11676,42.321012,2022-01-01 14:54:14
"541",-71.116761,42.321004,2022-01-01 14:54:16
"542",-71.116764,42.320993,2022-01-01 14:54:17
"543",-71.116777,42.320984,2022-01-01 14:54:18
"544",-71.116781,42.320975,2022-01-01 14:54:19
"545",-71.116789,42.320957,2022-01-01 14:54:21
"546",-71.116795,42.320945,2022-01-01 14:54:22
"547",-71.1168,42.320934,2022-01-01 14:54:23
"548",-71.116816,42.320909,2022-01-01 14:54:25
"549",-71.116836,42.320878,2022-01-01 14:54:26
"550",-71.116853,42.320846,2022-01-01 14:54:28
"551",-71.116873,42.32082,2022-01-01 14:54:29
"552",-71.116889,42.320795,2022-01-01 14:54:30
"553",-71.116907,42.320768,2022-01-01 14:54:31
"554",-71.116925,42.320738,2022-01-01 14:54:32
"555",-71.116944,42.320704,2022-01-01 14:54:34
"556",-71.11696,42.320674,2022-01-01 14:54:35
"557",-71.116988,42.320631,2022-01-01 14:54:37
"558",-71.117015,42.320592,2022-01-01 14:54:38
"559",-71.117051,42.320548,2022-01-01 14:54:39
"560",-71.117074,42.320516,2022-01-01 14:54:41
"561",-71.117104,42.320471,2022-01-01 14:54:42
"562",-71.117128,42.320438,2022-01-01 14:54:44
"563",-71.117151,42.320415,2022-01-01 14:54:45
"564",-71.117177,42.320383,2022-01-01 14:54:46
"565",-71.117205,42.320348,2022-01-01 14:54:48
"566",-71.117228,42.320322,2022-01-01 14:54:49
"567",-71.11726,42.320285,2022-01-01 14:54:50
"568",-71.117275,42.32027,2022-01-01 14:54:51
"569",-71.117303,42.320241,2022-01-01 14:54:53
"570",-71.117342,42.320206,2022-01-01 14:54:54
"571",-71.117374,42.320176,2022-01-01 14:54:56
"572",-71.117398,42.320151,2022-01-01 14:54:57
"573",-71.117423,42.320118,2022-01-01 14:54:58
"574",-71.117443,42.320083,2022-01-01 14:54:59
"575",-71.117453,42.320054,2022-01-01 14:55:00
"576",-71.117462,42.320018,2022-01-01 14:55:02
"577",-71.117471,42.319978,2022-01-01 14:55:03
"578",-71.117481,42.31993,2022-01-01 14:55:05
"579",-71.117481,42.319912,2022-01-01 14:55:06
"580",-71.117481,42.319894,2022-01-01 14:55:07
"581",-71.117483,42.319849,2022-01-01 14:55:09
"582",-71.117491,42.319812,2022-01-01 14:55:10
"583",-71.117495,42.319776,2022-01-01 14:55:12
"584",-71.117496,42.31975,2022-01-01 14:55:13
"585",-71.117498,42.319703,2022-01-01 14:55:15
"586",-71.117493,42.319676,2022-01-01 14:55:16
"587",-71.117489,42.319646,2022-01-01 14:55:17
"588",-71.117479,42.31961,2022-01-01 14:55:18
"589",-71.11747,42.31958,2022-01-01 14:55:20
"590",-71.117456,42.31954,2022-01-01 14:55:21
"591",-71.117436,42.319496,2022-01-01 14:55:23
"592",-71.117429,42.319482,2022-01-01 14:55:24
"593",-71.117422,42.319467,2022-01-01 14:55:25
"594",-71.1174,42.319433,2022-01-01 14:55:27
"595",-71.117385,42.319406,2022-01-01 14:55:28
"596",-71.117373,42.319384,2022-01-01 14:55:29
"597",-71.117338,42.319312,2022-01-01 14:55:32
"598",-71.117322,42.319283,2022-01-01 14:55:33
"599",-71.117308,42.319256,2022-01-01 14:55:34
"600",-71.117287,42.319219,2022-01-01 14:55:35
"601",-71.117266,42.319186,2022-01-01 14:55:37
"602",-71.117241,42.31915,2022-01-01 14:55:38
"603",-71.117221,42.319117,2022-01-01 14:55:40
"604",-71.117194,42.319073,2022-01-01 14:55:42
"605",-71.117171,42.319034,2022-01-01 14:55:43
"606",-71.117152,42.319005,2022-01-01 14:55:45
"607",-71.117126,42.31896,2022-01-01 14:55:46
"608",-71.117109,42.318919,2022-01-01 14:55:48
"609",-71.117093,42.318871,2022-01-01 14:55:49
"610",-71.117078,42.318836,2022-01-01 14:55:51
"611",-71.117061,42.318795,2022-01-01 14:55:52
"612",-71.117045,42.31876,2022-01-01 14:55:54
"613",-71.117043,42.31873,2022-01-01 14:55:55
"614",-71.117031,42.318703,2022-01-01 14:55:56
"615",-71.117012,42.318672,2022-01-01 14:55:57
"616",-71.116994,42.318625,2022-01-01 14:55:59
"617",-71.116988,42.318606,2022-01-01 14:56:00
"618",-71.116983,42.318586,2022-01-01 14:56:01
"619",-71.116972,42.318551,2022-01-01 14:56:03
"620",-71.116962,42.318523,2022-01-01 14:56:04
"621",-71.116956,42.318476,2022-01-01 14:56:05
"622",-71.116955,42.318442,2022-01-01 14:56:07
"623",-71.116953,42.318397,2022-01-01 14:56:08
"624",-71.11695,42.318359,2022-01-01 14:56:10
"625",-71.11695,42.318315,2022-01-01 14:56:11
"626",-71.11695,42.318277,2022-01-01 14:56:13
"627",-71.116953,42.318238,2022-01-01 14:56:14
"628",-71.116959,42.318198,2022-01-01 14:56:16
"629",-71.116964,42.318171,2022-01-01 14:56:17
"630",-71.116978,42.318123,2022-01-01 14:56:19
"631",-71.116988,42.318089,2022-01-01 14:56:20
"632",-71.116996,42.318059,2022-01-01 14:56:21
"633",-71.117012,42.318022,2022-01-01 14:56:23
"634",-71.117027,42.317983,2022-01-01 14:56:24
"635",-71.117033,42.317969,2022-01-01 14:56:25
"636",-71.117049,42.317939,2022-01-01 14:56:26
"637",-71.117073,42.317901,2022-01-01 14:56:27
"638",-71.11708,42.317887,2022-01-01 14:56:28
"639",-71.117099,42.317853,2022-01-01 14:56:30
"640",-71.11711,42.317824,2022-01-01 14:56:31
"641",-71.117122,42.317796,2022-01-01 14:56:32
"642",-71.117143,42.317753,2022-01-01 14:56:33
"643",-71.11716,42.317716,2022-01-01 14:56:35
"644",-71.11718,42.317673,2022-01-01 14:56:36
"645",-71.117197,42.317633,2022-01-01 14:56:38
"646",-71.117213,42.317602,2022-01-01 14:56:39
"647",-71.117224,42.317573,2022-01-01 14:56:40
"648",-71.117241,42.317522,2022-01-01 14:56:41
"649",-71.11725,42.317484,2022-01-01 14:56:43
"650",-71.117264,42.317432,2022-01-01 14:56:44
"651",-71.117274,42.317391,2022-01-01 14:56:46
"652",-71.117284,42.317341,2022-01-01 14:56:47
"653",-71.117292,42.317306,2022-01-01 14:56:49
"654",-71.117298,42.317266,2022-01-01 14:56:50
"655",-71.117302,42.317231,2022-01-01 14:56:52
"656",-71.117304,42.317197,2022-01-01 14:56:53
"657",-71.117304,42.317159,2022-01-01 14:56:55
"658",-71.117305,42.317123,2022-01-01 14:56:56
"659",-71.117305,42.317088,2022-01-01 14:56:58
"660",-71.117308,42.31706,2022-01-01 14:56:59
"661",-71.117309,42.317014,2022-01-01 14:57:00
"662",-71.117309,42.316993,2022-01-01 14:57:01
"663",-71.117304,42.316962,2022-01-01 14:57:02
"664",-71.1173,42.31693,2022-01-01 14:57:04
"665",-71.117298,42.316895,2022-01-01 14:57:05
"666",-71.117297,42.316843,2022-01-01 14:57:07
"667",-71.117303,42.316796,2022-01-01 14:57:08
"668",-71.117308,42.316748,2022-01-01 14:57:09
"669",-71.117316,42.316712,2022-01-01 14:57:11
"670",-71.117329,42.316666,2022-01-01 14:57:12
"671",-71.117337,42.316631,2022-01-01 14:57:14
"672",-71.117343,42.31659,2022-01-01 14:57:15
"673",-71.11735,42.31655,2022-01-01 14:57:17
"674",-71.117361,42.31651,2022-01-01 14:57:18
"675",-71.117373,42.316471,2022-01-01 14:57:20
"676",-71.117382,42.31643,2022-01-01 14:57:21
"677",-71.117389,42.316391,2022-01-01 14:57:23
"678",-71.117396,42.31635,2022-01-01 14:57:24
"679",-71.117401,42.316312,2022-01-01 14:57:26
"680",-71.117404,42.316286,2022-01-01 14:57:27
"681",-71.117407,42.316236,2022-01-01 14:57:29
"682",-71.117405,42.316198,2022-01-01 14:57:30
"683",-71.1174,42.316161,2022-01-01 14:57:32
"684",-71.117398,42.316131,2022-01-01 14:57:33
"685",-71.117396,42.316085,2022-01-01 14:57:34
"686",-71.117396,42.316065,2022-01-01 14:57:35
"687",-71.117396,42.316026,2022-01-01 14:57:37
"688",-71.117397,42.315985,2022-01-01 14:57:38
"689",-71.117396,42.315956,2022-01-01 14:57:39
"690",-71.117396,42.315925,2022-01-01 14:57:41
"691",-71.117399,42.31589,2022-01-01 14:57:42
"692",-71.117407,42.315854,2022-01-01 14:57:43
"693",-71.117423,42.315811,2022-01-01 14:57:45
"694",-71.11743,42.315794,2022-01-01 14:57:46
"695",-71.117436,42.315778,2022-01-01 14:57:47
"696",-71.117458,42.315742,2022-01-01 14:57:48
"697",-71.117475,42.315722,2022-01-01 14:57:49
"698",-71.117494,42.315699,2022-01-01 14:57:51
"699",-71.117523,42.315663,2022-01-01 14:57:52
"700",-71.117546,42.315632,2022-01-01 14:57:54
"701",-71.11758,42.315595,2022-01-01 14:57:55
"702",-71.117604,42.315564,2022-01-01 14:57:57
"703",-71.117637,42.31553,2022-01-01 14:57:58
"704",-71.117668,42.315501,2022-01-01 14:58:00
"705",-71.117701,42.315473,2022-01-01 14:58:01
"706",-71.117729,42.315447,2022-01-01 14:58:03
"707",-71.117764,42.315419,2022-01-01 14:58:04
"708",-71.117802,42.315393,2022-01-01 14:58:06
"709",-71.117833,42.315372,2022-01-01 14:58:07
"710",-71.117884,42.315336,2022-01-01 14:58:08
"711",-71.117909,42.315319,2022-01-01 14:58:09
"712",-71.117944,42.315293,2022-01-01 14:58:11
"713",-71.117989,42.315258,2022-01-01 14:58:12
"714",-71.118019,42.315237,2022-01-01 14:58:13
"715",-71.118046,42.315217,2022-01-01 14:58:15
"716",-71.118075,42.315195,2022-01-01 14:58:16
"717",-71.118101,42.315176,2022-01-01 14:58:17
"718",-71.11814,42.315147,2022-01-01 14:58:18
"719",-71.118174,42.315123,2022-01-01 14:58:20
"720",-71.118208,42.315095,2022-01-01 14:58:21
"721",-71.118243,42.31507,2022-01-01 14:58:23
"722",-71.118267,42.315057,2022-01-01 14:58:24
"723",-71.118313,42.315025,2022-01-01 14:58:26
"724",-71.118349,42.315004,2022-01-01 14:58:27
"725",-71.118399,42.314968,2022-01-01 14:58:29
"726",-71.118416,42.314956,2022-01-01 14:58:30
"727",-71.118434,42.314943,2022-01-01 14:58:31
"728",-71.11846,42.314925,2022-01-01 14:58:32
"729",-71.11849,42.314903,2022-01-01 14:58:33
"730",-71.118531,42.314872,2022-01-01 14:58:35
"731",-71.11856,42.314849,2022-01-01 14:58:36
"732",-71.118569,42.314841,2022-01-01 14:58:37
"733",-71.118588,42.314829,2022-01-01 14:58:39
"734",-71.118584,42.314829,2022-01-01 14:58:41
"735",-71.118584,42.314829,2022-01-01 14:58:43
"736",-71.118582,42.314829,2022-01-01 14:58:44
"737",-71.118582,42.31483,2022-01-01 14:58:46
"738",-71.118583,42.314833,2022-01-01 14:58:47
"739",-71.11859,42.314825,2022-01-01 14:58:48
"740",-71.118602,42.314814,2022-01-01 14:58:50
"741",-71.11862,42.314795,2022-01-01 14:58:51
"742",-71.118631,42.314785,2022-01-01 14:58:52
"743",-71.118667,42.314756,2022-01-01 14:58:53
"744",-71.118679,42.314745,2022-01-01 14:58:54
"745",-71.118708,42.314722,2022-01-01 14:58:56
"746",-71.118748,42.314688,2022-01-01 14:58:57
"747",-71.118788,42.314656,2022-01-01 14:58:59
"748",-71.118828,42.314623,2022-01-01 14:59:01
"749",-71.118858,42.3146,2022-01-01 14:59:03
"750",-71.118866,42.314593,2022-01-01 14:59:04
"751",-71.118866,42.314604,2022-01-01 14:59:06
"752",-71.118862,42.314613,2022-01-01 14:59:08
"753",-71.118855,42.314618,2022-01-01 14:59:10
"754",-71.118854,42.314619,2022-01-01 14:59:11
"755",-71.118854,42.31462,2022-01-01 14:59:13
"756",-71.11886,42.314619,2022-01-01 14:59:14
"757",-71.118868,42.314617,2022-01-01 14:59:16
"758",-71.11888,42.314605,2022-01-01 14:59:18
"759",-71.118886,42.314594,2022-01-01 14:59:19
"760",-71.118895,42.314583,2022-01-01 14:59:20
"761",-71.118915,42.314564,2022-01-01 14:59:21
"762",-71.118941,42.314542,2022-01-01 14:59:23
"763",-71.118979,42.314512,2022-01-01 14:59:24
"764",-71.119017,42.314478,2022-01-01 14:59:26
"765",-71.119032,42.314465,2022-01-01 14:59:27
"766",-71.119047,42.314452,2022-01-01 14:59:28
"767",-71.119078,42.31443,2022-01-01 14:59:29
"768",-71.11912,42.314396,2022-01-01 14:59:31
"769",-71.119164,42.314365,2022-01-01 14:59:32
"770",-71.119213,42.314326,2022-01-01 14:59:34
"771",-71.119243,42.314301,2022-01-01 14:59:35
"772",-71.119286,42.31427,2022-01-01 14:59:36
"773",-71.119306,42.314256,2022-01-01 14:59:37
"774",-71.11934,42.314231,2022-01-01 14:59:39
"775",-71.119383,42.314201,2022-01-01 14:59:40
"776",-71.119415,42.314176,2022-01-01 14:59:42
"777",-71.119454,42.314141,2022-01-01 14:59:43
"778",-71.119506,42.3141,2022-01-01 14:59:45
"779",-71.11953,42.314081,2022-01-01 14:59:46
"780",-71.119558,42.314057,2022-01-01 14:59:48
"781",-71.119601,42.314026,2022-01-01 14:59:50
"782",-71.119637,42.314001,2022-01-01 14:59:51
"783",-71.119649,42.313993,2022-01-01 14:59:52
"784",-71.119684,42.313971,2022-01-01 14:59:53
"785",-71.119715,42.313949,2022-01-01 14:59:55
"786",-71.119757,42.313924,2022-01-01 14:59:56
"787",-71.119798,42.313904,2022-01-01 14:59:58
"788",-71.119849,42.313887,2022-01-01 14:59:59
"789",-71.119896,42.313887,2022-01-01 15:00:01
"790",-71.11995,42.313885,2022-01-01 15:00:02
"791",-71.119996,42.313884,2022-01-01 15:00:04
"792",-71.120045,42.313878,2022-01-01 15:00:05
"793",-71.120092,42.313879,2022-01-01 15:00:07
"794",-71.120142,42.313888,2022-01-01 15:00:08
"795",-71.120212,42.3139,2022-01-01 15:00:10
"796",-71.120234,42.313905,2022-01-01 15:00:11
"797",-71.120256,42.313909,2022-01-01 15:00:12
"798",-71.120318,42.313916,2022-01-01 15:00:14
"799",-71.120376,42.313924,2022-01-01 15:00:16
"800",-71.120404,42.313949,2022-01-01 15:00:18
"801",-71.120395,42.31396,2022-01-01 15:00:19
"802",-71.120408,42.313971,2022-01-01 15:00:21
"803",-71.120427,42.313979,2022-01-01 15:00:23
"804",-71.120437,42.313983,2022-01-01 15:00:24
"805",-71.120447,42.313987,2022-01-01 15:00:25
"806",-71.120452,42.313992,2022-01-01 15:00:26
"807",-71.120459,42.313997,2022-01-01 15:00:27
"808",-71.120467,42.314002,2022-01-01 15:00:28
"809",-71.120485,42.314008,2022-01-01 15:00:30
"810",-71.120497,42.314012,2022-01-01 15:00:31
"811",-71.120507,42.314016,2022-01-01 15:00:32
"812",-71.120486,42.314015,2022-01-01 15:00:34
"813",-71.120459,42.314009,2022-01-01 15:00:35
"814",-71.120455,42.314007,2022-01-01 15:00:37
"815",-71.120462,42.31401,2022-01-01 15:00:39
"816",-71.120469,42.314013,2022-01-01 15:00:41
"817",-71.120477,42.314016,2022-01-01 15:00:42
"818",-71.120484,42.314019,2022-01-01 15:00:44
"819",-71.120491,42.314023,2022-01-01 15:00:45
"820",-71.120498,42.314026,2022-01-01 15:00:47
"821",-71.120505,42.314029,2022-01-01 15:00:48
"822",-71.120549,42.314047,2022-01-01 15:00:49
"823",-71.120567,42.314053,2022-01-01 15:00:50
"824",-71.120609,42.31407,2022-01-01 15:00:52
"825",-71.120659,42.31409,2022-01-01 15:00:53
"826",-71.120702,42.314107,2022-01-01 15:00:55
"827",-71.120735,42.314123,2022-01-01 15:00:56
"828",-71.120775,42.314142,2022-01-01 15:00:57
"829",-71.120847,42.314174,2022-01-01 15:00:58
"830",-71.120905,42.314199,2022-01-01 15:01:00
"831",-71.120947,42.314218,2022-01-01 15:01:01
"832",-71.121001,42.31424,2022-01-01 15:01:02
"833",-71.12106,42.31426,2022-01-01 15:01:04
"834",-71.121104,42.314274,2022-01-01 15:01:05
"835",-71.121165,42.314291,2022-01-01 15:01:06
"836",-71.121192,42.314298,2022-01-01 15:01:07
"837",-71.12124,42.31431,2022-01-01 15:01:09
"838",-71.121292,42.314319,2022-01-01 15:01:10
"839",-71.121342,42.314329,2022-01-01 15:01:12
"840",-71.121392,42.314338,2022-01-01 15:01:13
"841",-71.121442,42.314351,2022-01-01 15:01:15
"842",-71.121478,42.314362,2022-01-01 15:01:16
"843",-71.121517,42.314376,2022-01-01 15:01:17
"844",-71.121554,42.31439,2022-01-01 15:01:18
"845",-71.121591,42.314406,2022-01-01 15:01:19
"846",-71.121639,42.314424,2022-01-01 15:01:21
"847",-71.121689,42.314444,2022-01-01 15:01:22
"848",-71.121735,42.314463,2022-01-01 15:01:23
"849",-71.121776,42.314482,2022-01-01 15:01:25
"850",-71.121828,42.314507,2022-01-01 15:01:26
"851",-71.121859,42.314524,2022-01-01 15:01:28
"852",-71.121891,42.314539,2022-01-01 15:01:29
"853",-71.121927,42.314556,2022-01-01 15:01:30
"854",-71.121982,42.314581,2022-01-01 15:01:31
"855",-71.122008,42.314593,2022-01-01 15:01:32
"856",-71.122054,42.314613,2022-01-01 15:01:34
"857",-71.122098,42.314629,2022-01-01 15:01:35
"858",-71.122165,42.314638,2022-01-01 15:01:37
"859",-71.122186,42.31464,2022-01-01 15:01:38
"860",-71.122207,42.314642,2022-01-01 15:01:39
"861",-71.122258,42.314645,2022-01-01 15:01:40
"862",-71.1223,42.314644,2022-01-01 15:01:42
"863",-71.122353,42.314645,2022-01-01 15:01:43
"864",-71.122425,42.314643,2022-01-01 15:01:45
"865",-71.122451,42.314642,2022-01-01 15:01:46
"866",-71.122477,42.314641,2022-01-01 15:01:47
"867",-71.122525,42.314643,2022-01-01 15:01:48
"868",-71.122594,42.31465,2022-01-01 15:01:50
"869",-71.122621,42.314653,2022-01-01 15:01:51
"870",-71.122649,42.314656,2022-01-01 15:01:52
"871",-71.122698,42.314671,2022-01-01 15:01:54
"872",-71.122734,42.314685,2022-01-01 15:01:55
"873",-71.122791,42.314706,2022-01-01 15:01:57
"874",-71.122826,42.314724,2022-01-01 15:01:58
"875",-71.122878,42.314756,2022-01-01 15:02:00
"876",-71.122911,42.314778,2022-01-01 15:02:01
"877",-71.122939,42.314802,2022-01-01 15:02:02
"878",-71.122972,42.314829,2022-01-01 15:02:03
"879",-71.123011,42.314862,2022-01-01 15:02:05
"880",-71.123037,42.314886,2022-01-01 15:02:06
"881",-71.123066,42.314914,2022-01-01 15:02:08
"882",-71.123083,42.31494,2022-01-01 15:02:09
"883",-71.123096,42.314977,2022-01-01 15:02:10
"884",-71.123098,42.314993,2022-01-01 15:02:11
"885",-71.123093,42.315016,2022-01-01 15:02:12
"886",-71.123093,42.315048,2022-01-01 15:02:14
"887",-71.123084,42.315085,2022-01-01 15:02:15
"888",-71.123076,42.315121,2022-01-01 15:02:17
"889",-71.123065,42.315151,2022-01-01 15:02:18
"890",-71.123049,42.315195,2022-01-01 15:02:19
"891",-71.12304,42.315215,2022-01-01 15:02:20
"892",-71.123026,42.31525,2022-01-01 15:02:22
"893",-71.123008,42.315287,2022-01-01 15:02:23
"894",-71.122994,42.315321,2022-01-01 15:02:25
"895",-71.122986,42.315349,2022-01-01 15:02:26
"896",-71.122979,42.315376,2022-01-01 15:02:27
"897",-71.122969,42.315409,2022-01-01 15:02:28
"898",-71.122962,42.315443,2022-01-01 15:02:30
"899",-71.122953,42.315484,2022-01-01 15:02:31
"900",-71.122946,42.315521,2022-01-01 15:02:33
"901",-71.122934,42.315564,2022-01-01 15:02:34
"902",-71.122929,42.315601,2022-01-01 15:02:36
"903",-71.122919,42.315636,2022-01-01 15:02:37
"904",-71.122913,42.315669,2022-01-01 15:02:38
"905",-71.122907,42.3157,2022-01-01 15:02:39
"906",-71.122896,42.315732,2022-01-01 15:02:40
"907",-71.122886,42.315771,2022-01-01 15:02:42
"908",-71.122884,42.315812,2022-01-01 15:02:43
"909",-71.122888,42.31585,2022-01-01 15:02:45
"910",-71.122901,42.315891,2022-01-01 15:02:46
"911",-71.122915,42.315928,2022-01-01 15:02:48
"912",-71.122929,42.315966,2022-01-01 15:02:49
"913",-71.122944,42.315999,2022-01-01 15:02:51
"914",-71.122955,42.316028,2022-01-01 15:02:52
"915",-71.122972,42.316069,2022-01-01 15:02:53
"916",-71.122978,42.316085,2022-01-01 15:02:54
"917",-71.122995,42.31612,2022-01-01 15:02:56
"918",-71.123009,42.316153,2022-01-01 15:02:57
"919",-71.123025,42.316188,2022-01-01 15:02:59
"920",-71.123039,42.316225,2022-01-01 15:03:00
"921",-71.123044,42.316239,2022-01-01 15:03:01
"922",-71.12306,42.316276,2022-01-01 15:03:02
"923",-71.123078,42.316315,2022-01-01 15:03:04
"924",-71.123093,42.316356,2022-01-01 15:03:05
"925",-71.123101,42.316394,2022-01-01 15:03:07
"926",-71.123104,42.316443,2022-01-01 15:03:09
"927",-71.123103,42.316492,2022-01-01 15:03:10
"928",-71.123101,42.316536,2022-01-01 15:03:12
"929",-71.123094,42.316588,2022-01-01 15:03:13
"930",-71.12309,42.316631,2022-01-01 15:03:15
"931",-71.123088,42.316677,2022-01-01 15:03:16
"932",-71.123094,42.316718,2022-01-01 15:03:18
"933",-71.123106,42.316778,2022-01-01 15:03:20
"934",-71.123122,42.316827,2022-01-01 15:03:21
"935",-71.123135,42.316859,2022-01-01 15:03:23
"936",-71.123155,42.316901,2022-01-01 15:03:24
"937",-71.123175,42.316933,2022-01-01 15:03:26
"938",-71.1232,42.316973,2022-01-01 15:03:27
"939",-71.12322,42.317007,2022-01-01 15:03:29
"940",-71.123246,42.317046,2022-01-01 15:03:30
"941",-71.123267,42.31708,2022-01-01 15:03:32
"942",-71.123292,42.317118,2022-01-01 15:03:33
"943",-71.12331,42.317155,2022-01-01 15:03:35
"944",-71.123323,42.317184,2022-01-01 15:03:36
"945",-71.123338,42.317214,2022-01-01 15:03:37
"946",-71.123355,42.317252,2022-01-01 15:03:38
"947",-71.123371,42.317287,2022-01-01 15:03:40
"948",-71.12339,42.317332,2022-01-01 15:03:41
"949",-71.123395,42.317363,2022-01-01 15:03:43
"950",-71.123401,42.317392,2022-01-01 15:03:44
"951",-71.123421,42.317431,2022-01-01 15:03:45
"952",-71.123435,42.317461,2022-01-01 15:03:47
"953",-71.123447,42.317488,2022-01-01 15:03:48
"954",-71.123458,42.317516,2022-01-01 15:03:49
"955",-71.123478,42.317555,2022-01-01 15:03:50
"956",-71.123489,42.317578,2022-01-01 15:03:51
"957",-71.123502,42.317606,2022-01-01 15:03:53
"958",-71.12352,42.317644,2022-01-01 15:03:54
"959",-71.123538,42.317671,2022-01-01 15:03:56
"960",-71.123557,42.317709,2022-01-01 15:03:57
"961",-71.123569,42.317741,2022-01-01 15:03:59
"962",-71.123584,42.317779,2022-01-01 15:04:00
"963",-71.123593,42.317811,2022-01-01 15:04:02
"964",-71.123604,42.317853,2022-01-01 15:04:03
"965",-71.123615,42.31789,2022-01-01 15:04:05
"966",-71.123628,42.31794,2022-01-01 15:04:06
"967",-71.123638,42.317979,2022-01-01 15:04:08
"968",-71.123653,42.318025,2022-01-01 15:04:09
"969",-71.123665,42.318064,2022-01-01 15:04:11
"970",-71.123679,42.318103,2022-01-01 15:04:12
"971",-71.123695,42.318143,2022-01-01 15:04:14
"972",-71.123704,42.31817,2022-01-01 15:04:15
"973",-71.123715,42.318201,2022-01-01 15:04:16
"974",-71.123729,42.318239,2022-01-01 15:04:17
"975",-71.123736,42.318275,2022-01-01 15:04:19
"976",-71.123748,42.318324,2022-01-01 15:04:21
"977",-71.123755,42.318362,2022-01-01 15:04:23
"978",-71.123755,42.318383,2022-01-01 15:04:25
"979",-71.12375,42.318387,2022-01-01 15:04:26
"980",-71.123739,42.318396,2022-01-01 15:04:28
"981",-71.123736,42.318397,2022-01-01 15:04:30
"982",-71.123739,42.318403,2022-01-01 15:04:31
"983",-71.123742,42.31841,2022-01-01 15:04:33
"984",-71.123744,42.318416,2022-01-01 15:04:34
"985",-71.123747,42.318422,2022-01-01 15:04:36
"986",-71.123749,42.318429,2022-01-01 15:04:37
"987",-71.123752,42.318435,2022-01-01 15:04:38
"988",-71.123755,42.318441,2022-01-01 15:04:39
"989",-71.123757,42.318448,2022-01-01 15:04:40
"990",-71.12376,42.318454,2022-01-01 15:04:42
"991",-71.123763,42.31846,2022-01-01 15:04:43
"992",-71.123765,42.318467,2022-01-01 15:04:45
"993",-71.123768,42.318473,2022-01-01 15:04:46
"994",-71.12377,42.318479,2022-01-01 15:04:47
"995",-71.123785,42.318513,2022-01-01 15:04:49
"996",-71.123796,42.318547,2022-01-01 15:04:50
"997",-71.123805,42.318595,2022-01-01 15:04:51
"998",-71.123807,42.318617,2022-01-01 15:04:52
"999",-71.123805,42.318659,2022-01-01 15:04:54
"1000",-71.123792,42.318715,2022-01-01 15:04:56
"1001",-71.123774,42.318761,2022-01-01 15:04:57
"1002",-71.123756,42.318795,2022-01-01 15:04:59
"1003",-71.123734,42.31883,2022-01-01 15:05:00
"1004",-71.123718,42.318862,2022-01-01 15:05:02
"1005",-71.123694,42.318898,2022-01-01 15:05:03
"1006",-71.12367,42.318932,2022-01-01 15:05:05
"1007",-71.123651,42.318956,2022-01-01 15:05:06
"1008",-71.12363,42.318983,2022-01-01 15:05:07
"1009",-71.123608,42.319014,2022-01-01 15:05:08
"1010",-71.123586,42.319053,2022-01-01 15:05:10
"1011",-71.123558,42.319095,2022-01-01 15:05:11
"1012",-71.12353,42.31913,2022-01-01 15:05:13
"1013",-71.123497,42.319171,2022-01-01 15:05:14
"1014",-71.12347,42.319206,2022-01-01 15:05:16
"1015",-71.123437,42.319245,2022-01-01 15:05:17
"1016",-71.123403,42.319282,2022-01-01 15:05:19
"1017",-71.123378,42.319307,2022-01-01 15:05:20
"1018",-71.123355,42.319329,2022-01-01 15:05:21
"1019",-71.123316,42.319362,2022-01-01 15:05:22
"1020",-71.123278,42.31939,2022-01-01 15:05:24
"1021",-71.123248,42.319409,2022-01-01 15:05:25
"1022",-71.12321,42.319433,2022-01-01 15:05:26
"1023",-71.123168,42.31946,2022-01-01 15:05:28
"1024",-71.123137,42.319481,2022-01-01 15:05:29
"1025",-71.123107,42.319501,2022-01-01 15:05:30
"1026",-71.123068,42.319529,2022-01-01 15:05:31
"1027",-71.123029,42.319554,2022-01-01 15:05:33
"1028",-71.122991,42.319581,2022-01-01 15:05:34
"1029",-71.122952,42.319604,2022-01-01 15:05:36
"1030",-71.122911,42.319632,2022-01-01 15:05:37
"1031",-71.122872,42.319658,2022-01-01 15:05:38
